     , kalshi_id                           , practice_participation, injury_start_date, birth_date, gsis_id   , yahoo_id, fantasy_data_id, search_full_name           , espn_id  , height  , depth_chart_order, rotowire_id, swish_id , pandascore_id, active, high_school                                      , weight, birth_city, stats_id , sportradar_id                       , injury_body_part   , search_last_name  , opta_id, birth_country, full_name                    , status                      , team_abbr, sport, search_rank, age , team_changed_at, player_id, injury_notes, years_exp, oddsjam_id      , search_first_name, injury_status, fantasy_positions    , college                       , first_name    , metadata                                                                                                                                                    , number, practice_description          , rotoworld_id, hashtag                              , last_name          , depth_chart_position, competitions, position, birth_state, team, news_updated
5597 ,                                     ,                       ,                  , 1994-08-29, 00-0034697,  31695.0,         20595.0, broganroback               , 3059773.0, 75      ,                  ,     13183.0,          ,              , True  , St. John's Jesuit                                ,    218,           ,  744039.0, c9d1cbdb-96b7-4264-9469-042f42591346,                    , roback            ,        ,              , Brogan Roback                , Active                      ,          , nfl  ,   9999999.0, 27.0,                , 5597     ,             ,       4.0,                 , brogan           ,              , ['QB']               , Eastern Michigan              , Brogan        , {'channel_id': '1116853129539747840'}                                                                                                                       ,    0.0,                               ,             , #broganroback-NFL-FA-0               , Roback             ,                     , []          , QB      ,            ,     , 1557850830183.0
7135 ,                                     ,                       ,                  , 1998-08-04,           ,  32884.0,         21960.0, freddieswain               , 4034950.0, 72      ,                  ,     14644.0,  910463.0,              , True  , North Marion (FL)                                ,    199,           ,          , 81997ce2-9e70-4014-999a-25ebb405dbf6, Undisclosed        , swain             ,        ,              , Freddie Swain                , Inactive                    ,          , nfl  ,   9999999.0, 26.0,                , 7135     ,             ,       4.0, C324F7ADE38B    , freddie          , Questionable , ['WR']               , Florida                       , Freddie       , "{'channel_id': '1113708763874881536', 'rookie_year': '2020'}"                                                                                              ,   86.0,                               ,             , #freddieswain-NFL-FA-86              , Swain              ,                     , []          , WR      ,            ,     , 1724524521641.0
4843 ,                                     ,                       ,                  ,           ,           ,  30952.0,         19746.0, williemays                 , 4069948.0, 76      ,                  ,            ,          ,              , True  ,                                                  ,    255,           ,          , c7f3f107-e798-4b81-8465-e78002ad3b51,                    , mays              ,        ,              , Willie Mays                  , Active                      ,          , nfl  ,   9999999.0,     ,                , 4843     ,             ,       5.0,                 , willie           ,              , ['LB']               , Tiffin                        , Willie        , {'channel_id': '1116853031179124736'}                                                                                                                       ,   71.0,                               ,             , #williemays-NFL-FA-71                , Mays               ,                     , []          , LB      ,            ,     ,              
4731 ,                                     ,                       ,                  , 1994-04-25,           ,  30877.0,         19642.0, joebacci                   , 2972498.0, 73      ,                  ,     12264.0,          ,              , True  , Romeo (MI)                                       ,    245,           ,  694097.0, 7558eb5e-252f-4994-9e66-ab3ae440b3c0,                    , bacci             ,        ,              , Joe Bacci                    , Active                      ,          , nfl  ,   9999999.0, 27.0,                , 4731     ,             ,       5.0,                 , joe              ,              , ['RB']               , Central Michigan              , Joe           , {'channel_id': '1116853013915369472'}                                                                                                                       ,    0.0,                               ,             , #joebacci-NFL-FA-0                   , Bacci              ,                     , []          , FB      ,            ,     ,              
3903 ,                                     ,                       ,                  , 1994-03-30,           ,  30033.0,         18729.0, warrengatewood             , 2988562.0, 73      ,                  ,     11605.0,          ,              , True  ,                                                  ,    193,           ,          , 0a506089-c6c1-4179-b407-a71578eca775,                    , gatewood          ,        ,              , Warren Gatewood              , Active                      ,          , nfl  ,   9999999.0, 30.0,                , 3903     ,             ,       9.0,                 , warren           ,              , ['DB']               , Alcorn State                  , Warren        , {'rookie_year': '2016'}                                                                                                                                     ,    0.0,                               ,             , #warrengatewood-NFL-FA-0             , Gatewood           ,                     , []          , CB      ,            ,     ,              
3994 ,                                     ,                       ,                  ,           ,           ,         ,         18831.0, billmusgrave               ,          ,         ,                  ,            ,          ,              , False ,                                                  ,       ,           ,          ,                                     ,                    , musgrave          ,        ,              , Bill Musgrave                , Inactive                    ,          , nfl  ,   9999999.0,     ,                , 3994     ,             ,       0.0,                 , bill             ,              ,                      ,                               , Bill          ,                                                                                                                                                             ,    0.0,                               ,       9346.0, #billmusgrave-NFL-FA-0               , Musgrave           ,                     , []          ,         ,            ,     ,              
6139 ,                                     ,                       ,                  , 1996-06-26, 00-0035671,  31907.0,         20952.0, jacesternberger            , 3917962.0, 76      ,                  ,     13495.0,  877598.0,              , True  , Kingfisher (OK)                                  ,    251,           ,  877598.0, f808794b-3135-4f75-b46a-ba90bf6b8502,                    , sternberger       ,        ,              , Jace Sternberger             , Active                      ,          , nfl  ,   9999999.0, 27.0,                , 6139     ,             ,       4.0,                 , jace             ,              , ['TE']               , Texas A&M                     , Jace          , {'channel_id': '1116853206794633216'}                                                                                                                       ,   83.0,                               ,             , #jacesternberger-NFL-FA-83           , Sternberger        ,                     , []          , TE      ,            ,     , 1693169122642.0
2435 ,                                     ,                       ,                  , 1993-08-28, 00-0031580,  28519.0,         16892.0, shaqmason                  , 2576917.0, 73      ,                  ,     10292.0,  599680.0,              , True  , Columbia Central (TN)                            ,    310,           ,          , a8ac7c7d-301a-4e1e-afd4-04f88cad848e,                    , mason             ,        ,              , Shaq Mason                   , Active                      ,          , nfl  ,   9999999.0, 31.0,                , 2435     ,             ,      10.0, 32EE5F62C95C    , shaq             ,              , "['OG', 'OL']"       , Georgia Tech                  , Shaq          , "{'channel_id': '1113708787480424449', 'rookie_year': '2015'}"                                                                                              ,   69.0,                               ,             , #shaqmason-NFL-FA-69                 , Mason              ,                     , []          , OL      ,            ,     , 1741373447711.0
4765 ,                                     ,                       ,                  , 1994-12-03, 00-0033998,  30905.0,         19684.0, chunkyclements             , 3042478.0, 75      ,                  ,     11909.0,          ,              , False , Trotwood-Madison                                 ,    295,           ,          , b22487e6-897e-40b4-92dd-3ce8d851e587,                    , clements          ,        ,              , Chunky Clements              , Inactive                    ,          , nfl  ,   9999999.0, 27.0,                , 4765     ,             ,       5.0,                 , chunky           ,              , ['DL']               , Illinois                      , Chunky        ,                                                                                                                                                             ,   67.0,                               ,             , #chunkyclements-NFL-FA-67            , Clements           ,                     , []          , NT      ,            ,     , 1535836245428.0
921  ,                                     ,                       ,                  , 1986-11-13,           ,  25274.0,         13174.0, williesmith                , 2219931.0, "6'5""" ,                  ,      8568.0,          ,              , False ,                                                  ,    310,           ,          , 11911216-200c-4c0a-81cf-ebfc4161e090,                    , smith             ,        ,              , Willie Smith                 , Inactive                    ,          , nfl  ,   9999999.0, 31.0,                , 921      ,             ,       5.0,                 , willie           ,              , ['OL']               , East Carolina                 , Willie        ,                                                                                                                                                             ,    0.0,                               ,             , #williesmith-NFL-FA-0                , Smith              ,                     , []          , OT      ,            ,     ,              
3613 ,                                     ,                       ,                  , 1991-11-10, 00-0032511,  29589.0,         18400.0, ronaldzamort               , 2973033.0, 70      ,                  ,     11301.0,          ,              , True  , Atlantic (FL)                                    ,    174,           ,          , 812c5dd0-4da5-498e-bf8c-4efdd885973a,                    , zamort            ,        ,              , Ronald Zamort                , Inactive                    ,          , nfl  ,   9999999.0, 30.0,                , 3613     ,             ,       6.0,                 , ronald           ,              , ['DB']               , Western Michigan              , Ronald        , {'channel_id': '1116852882805620736'}                                                                                                                       ,   43.0,                               ,             , #ronaldzamort-NFL-FA-43              , Zamort             ,                     , []          , CB      ,            ,     , 1567822823526.0
6140 , a3e3520e-bd0a-4be5-94ad-bf7274d5ab16,                       ,                  , 1996-05-30, 00-0035255,  31943.0,         20938.0, kendallsheffield           , 3925358.0, 70      ,                  ,     13618.0,  884056.0,              , True  , Thurgood Marshall (TX)                           ,    200,           ,          , fafdc4a3-ddbd-48b4-b10e-cd8a0189dae1, Undisclosed        , sheffield         ,        ,              , Kendall Sheffield            , Active                      ,          , nfl  ,   9999999.0, 29.0,                , 6140     ,             ,       6.0, 013173FB927A    , kendall          , Questionable , ['DB']               , Ohio State                    , Kendall       , "{'channel_id': '1116853207000154112', 'rookie_year': '2019'}"                                                                                              ,   14.0,                               ,             , #kendallsheffield-NFL-FA-14          , Sheffield          ,                     , []          , DB      ,            ,     , 1756344625647.0
3821 ,                                     ,                       ,                  , 1994-01-26,           ,  29927.0,         18638.0, travisbritz                , 2977687.0, "6'4""" ,                  ,     11477.0,          ,              , False ,                                                  ,    293,           ,          ,                                     ,                    , britz             ,        ,              , Travis Britz                 , Inactive                    ,          , nfl  ,   9999999.0, 24.0,                , 3821     ,             ,       0.0,                 , travis           ,              , ['DL']               , Kansas State                  , Travis        ,                                                                                                                                                             ,   79.0,                               ,             , #travisbritz-NFL-FA-79               , Britz              ,                     , []          , DT      ,            ,     ,              
3543 ,                                     ,                       ,                  , 1993-04-04, 00-0032911,  29527.0,         18312.0, spencerpulley              , 2577792.0, 76      ,                  ,     11487.0,  607422.0,              , True  , Evangelical Christian (TN)                       ,    311,           ,          , 1b7258f3-ea04-47ba-b315-cc709fef4bfd,                    , pulley            ,        ,              , Spencer Pulley               , Active                      ,          , nfl  ,   9999999.0, 28.0,                , 3543     ,             ,       6.0,                 , spencer          ,              , ['OL']               , Vanderbilt                    , Spencer       , {'channel_id': '1116852873846587392'}                                                                                                                       ,    0.0,                               ,             , #spencerpulley-NFL-MIA-0             , Pulley             ,                     , []          , C       ,            , MIA , 1641264060396.0
7401 ,                                     ,                       ,                  , 1998-10-23,           ,  32971.0,         22386.0, khaliltate                 ,          , 74      ,                  ,     14481.0,          ,              , True  , Junipero Serra (CA)                              ,    215,           ,          , dc3500ba-a2ea-4e90-af11-cd2f16884bb0,                    , tate              ,        ,              , Khalil Tate                  , Inactive                    ,          , nfl  ,   9999999.0, 23.0,                , 7401     ,             ,       2.0,                 , khalil           ,              , ['WR']               , Arizona                       , Khalil        , {'channel_id': '1116853382775046144'}                                                                                                                       ,   17.0,                               ,             , #khaliltate-NFL-FA-17                , Tate               ,                     , []          , WR      ,            ,     , 1623297614855.0
10989, d0ced99a-b2f1-41bb-acf6-38402076da2b,                       ,                  , 2000-10-22,           ,         ,                , jaquelinroy                ,          , 75      ,                  ,     16749.0, 1213370.0,              , True  , LSU Laboratory School (LA)                       ,    305,           ,          , bcaf5363-500d-4636-908a-1b0825af689e, Undisclosed        , roy               ,        ,              , Jaquelin Roy                 , Inactive                    ,          , nfl  ,   9999999.0, 24.0,                , 10989    ,             ,       2.0, D60C9BCB0DD1    , jaquelin         , IR           , ['DL']               , LSU                           , Jaquelin      , "{'channel_id': '1113708711773237249', 'rookie_year': '2023'}"                                                                                              ,   94.0,                               ,             , #jaquelinroy-NFL-NE-94               , Roy                , DL                  , []          , DT      ,            , NE  , 1754440827048.0
3630 ,                                     ,                       ,                  , 1993-11-03,           ,  29626.0,         18417.0, durronneal                 , 2976594.0, 71      ,                  ,     11425.0,          ,              , True  , De Smet Jesuit                                   ,    199,           ,  691274.0, da83ac97-1676-42d1-ac8e-9b4182bd4c36,                    , neal              ,        ,              , Durron Neal                  , Active                      ,          , nfl  ,   9999999.0, 31.0,                , 3630     ,             ,       9.0,                 , durron           ,              , ['WR']               , Oklahoma                      , Durron        , {'rookie_year': '2016'}                                                                                                                                     ,    0.0,                               ,             , #durronneal-NFL-FA-0                 , Neal               ,                     , []          , WR      ,            ,     ,              
8673 ,                                     ,                       ,                  , 1998-01-12,           ,         ,                , joeldublanko               ,          , 75      ,                  ,     16594.0,  947604.0,              , True  , IMG Academy (FL)                                 ,    240,           ,          , c3ea9d20-cc9c-11ec-952e-a10f2c98fc4d,                    , dublanko          ,        ,              , Joel Dublanko                , Active                      ,          , nfl  ,   9999999.0, 25.0,                , 8673     ,             ,       1.0,                 , joel             ,              , ['LB']               , Cincinnati                    , Joel          , "{'channel_id': '1116853513243066368', 'years_exp_shift': '1'}"                                                                                             ,    0.0,                               ,             , #joeldublanko-NFL-FA-0               , Dublanko           ,                     , []          , LB      ,            ,     ,              
6473 ,                                     ,                       ,                  , 1994-12-13, 00-0035420,  32209.0,         21447.0, derrickpuni                , 4329476.0, 78      ,                  ,     13916.0,          ,              , True  , Francis Howell Central                           ,    320,           ,          , 30ed5daa-7bbd-4c35-b7ad-0ad0f9350973,                    , puni              ,        ,              , Derrick Puni                 , Inactive                    ,          , nfl  ,   9999999.0, 27.0,                , 6473     ,             ,       3.0,                 , derrick          ,              , ['OL']               , Central Missouri              , Derrick       , {'channel_id': '1116853256929148928'}                                                                                                                       ,   60.0,                               ,             , #derrickpuni-NFL-FA-60               , Puni               ,                     , []          , OT      ,            ,     , 1569883824483.0
2598 ,                                     ,                       ,                  , 1993-08-22, 00-0031793,  29178.0,         17066.0, terrellwatson              , 2581598.0, 73      ,                  ,     10511.0,          ,              , False , Oxnard (CA)                                      ,    240,           ,  613358.0, ced6a2eb-a067-4865-b9e4-f6b0a925e55f,                    , watson            ,        ,              , Terrell Watson               , Inactive                    ,          , nfl  ,   9999999.0, 28.0,                , 2598     ,             ,       7.0,                 , terrell          ,              , ['RB']               , Azusa Pacific                 , Terrell       ,                                                                                                                                                             ,   42.0,                               ,      10675.0, #terrellwatson-NFL-FA-42             , Watson             ,                     , []          , RB      ,            ,     , 1535987767917.0
12762, c97c1050-8c0c-4603-a722-ae89b1a32945,                       ,                  , 2001-06-26,           ,         ,                , paytonthorne               ,          , 74      ,                  ,     17022.0,          ,              , True  , Naperville Central (IL)                          ,    207,           ,          , 88ba5e20-2301-11f0-860c-abb69bcf1b51,                    , thorne            ,        ,              , Payton Thorne                , Active                      ,          , nfl  ,       575.0, 24.0,                , 12762    ,             ,       0.0, AE6ED0118C010592, payton           ,              , ['QB']               , Auburn                        , Payton        , "{'channel_id': '1222032412234502144', 'rookie_year': '2025'}"                                                                                              ,   10.0,                               ,             , #paytonthorne-NFL-FA-10              , Thorne             ,                     , []          , QB      ,            ,     , 1756166105987.0
5326 ,                                     ,                       ,                  , 1995-02-26, 00-0034425,  31192.0,         20022.0, jermainekelly              , 3052169.0, 73      ,                  ,     13001.0,          ,              , True  , Salesian (CA)                                    ,    195,           ,  747898.0, 30c9d379-80f5-4d53-a05f-2aca8c208e8f,                    , kelly             ,        ,              , Jermaine Kelly               , Active                      ,          , nfl  ,   9999999.0, 26.0,                , 5326     ,             ,       4.0,                 , jermaine         ,              , ['DB']               , San Jose State                , Jermaine      , {'channel_id': '1116853087575736320'}                                                                                                                       ,    0.0,                               ,             , #jermainekelly-NFL-FA-0              , Kelly              ,                     , []          , CB      ,            ,     , 1576123553820.0
5921 , dfc9983a-fc24-4e59-b5b8-28d71bf3f6a6,                       ,                  , 1996-09-12, 00-0035150,  32049.0,         21036.0, krisboyd                   , 3929845.0, 71      ,                  ,     13797.0,  884277.0,              , True  , Gilmer (TX)                                      ,    201,           ,          , 96fdd2ed-d54e-40f5-beb1-40c5b3fd4bfb, Shoulder           , boyd              ,        ,              , Kris Boyd                    , Inactive                    ,          , nfl  ,   9999999.0, 29.0,                , 5921     ,             ,       6.0, DAA64A8D07FE    , kris             , IR           , ['DB']               , Texas                         , Kris          , "{'channel_id': '1113708787069382656', 'rookie_year': '2019'}"                                                                                              ,   17.0,                               ,             , #krisboyd-NFL-NYJ-17                 , Boyd               , DB                  , []          , CB      ,            , NYJ , 1755576636499.0
4025 ,                                     ,                       ,                  ,           ,           ,         ,         18867.0, jackdelrio                 ,          ,         ,                  ,            ,          ,              , False ,                                                  ,       ,           ,          ,                                     ,                    , delrio            ,        ,              , Jack Del Rio                 , Inactive                    ,          , nfl  ,   9999999.0,     ,                , 4025     ,             ,       0.0,                 , jack             ,              ,                      ,                               , Jack          ,                                                                                                                                                             ,    0.0,                               ,       9378.0, #jackdelrio-NFL-FA-0                 , Del Rio            ,                     , []          ,         ,            ,     ,              
12952, 87b6c344-111a-49ef-a7ed-eea6b615c25a,                       ,                  , 2003-01-26,           ,         ,                , kahzirbrown                ,          , 73      ,                  ,     18977.0,          ,              , True  , Trenton Central (NJ)                             ,    223,           ,          , 6cb5c950-2511-11f0-9e45-d942cc1d3bed,                    , brown             ,        ,              , Kahzir Brown                 , Active                      ,          , nfl  ,   9999999.0, 22.0,                , 12952    ,             ,       0.0, E96AC03136F2CFEC, kahzir           ,              , ['DB']               , Florida Atlantic              , Kahzir        , "{'channel_id': '1222983682814390272', 'rookie_year': '0'}"                                                                                                 ,   35.0,                               ,             , #kahzirbrown-NFL-FA-35               , Brown              ,                     , []          , CB      ,            ,     , 1753911333667.0
1297 ,                                     ,                       ,                  , 1986-08-04,           ,  25695.0,         14765.0, marshallmcfadden           ,   14865.0, "6'0""" ,                  ,            ,          ,              , False ,                                                  ,    230,           ,          , f2619e8d-82a1-4042-831b-a7035dfa71fb,                    , mcfadden          ,        ,              , Marshall McFadden            , Inactive                    ,          , nfl  ,   9999999.0, 31.0,                , 1297     ,             ,       1.0,                 , marshall         ,              , ['LB']               , South Carolina State          , Marshall      ,                                                                                                                                                             ,   54.0,                               ,             , #marshallmcfadden-NFL-FA-54          , McFadden           ,                     , []          , OLB     ,            ,     ,              
3377 ,                                     ,                       ,                  , 1993-07-08, 00-0032799,  29456.0,         18138.0, aaronwallace               , 2577203.0, 74      ,                  ,     11239.0,          ,              , False , Rancho Bernardo (CA)                             ,    242,           ,  590430.0, e02ce2d7-5bcc-40f2-a35c-3e80e6f7b695,                    , wallace           ,        ,              , Aaron Wallace                , Inactive                    ,          , nfl  ,   9999999.0, 28.0,                , 3377     ,             ,       6.0,                 , aaron            ,              , ['LB']               , UCLA                          , Aaron         ,                                                                                                                                                             ,   50.0,                               ,             , #aaronwallace-NFL-FA-50              , Wallace            ,                     , []          , OLB     ,            ,     , 1567105238978.0
3038 ,                                     ,                       ,                  , 1992-07-22, 00-0031734,  28850.0,         17743.0, chrisreed                  , 3163375.0, 75      ,                  ,     10758.0,  870440.0,              , True  , Central (NE)                                     ,    314,           ,          , e98ed960-2119-4811-b863-d086ef4e1ddf,                    , reed              ,        ,              , Chris Reed                   , Active                      ,          , nfl  ,   9999999.0, 32.0,                , 3038     ,             ,       9.0, FE27FEA64AD8    , chris            ,              , "['OG', 'OL']"       , Minnesota State               , Chris         , "{'channel_id': '1116852830557175808', 'rookie_year': '2015'}"                                                                                              ,   69.0,                               ,             , #chrisreed-NFL-FA-69                 , Reed               ,                     , []          , G       ,            ,     , 1721174425722.0
2794 ,                                     ,                       ,                  , 1992-06-12,           ,  29020.0,         17262.0, joelross                   , 2567729.0, "5'10""",                  ,     10792.0,          ,              , False ,                                                  ,    188,           ,          , b1231432-493f-4bd9-bb8a-18c1d49e273d,                    , ross              ,        ,              , Joel Ross                    , Inactive                    ,          , nfl  ,   9999999.0, 26.0,                , 2794     ,             ,       1.0,                 , joel             ,              , ['DB']               , Appalachian State             , Joel          ,                                                                                                                                                             ,   22.0,                               ,             , #joelross-NFL-FA-22                  , Ross               ,                     , []          , CB      ,            ,     ,              
1629 ,                                     ,                       ,                  , 1991-07-21, 00-0029886,  27192.0,         15339.0, laadrianwaddle             ,   16333.0, 78      ,                  ,      9100.0,          ,              , True  , Columbus (TX)                                    ,    315,           ,          , 45039bcf-634a-48a7-8102-f0131491cf66,                    , waddle            ,        ,              , LaAdrian Waddle              , Active                      ,          , nfl  ,   9999999.0, 30.0,                , 1629     ,             ,       9.0,                 , laadrian         ,              , ['OL']               , Texas Tech                    , LaAdrian      , {'channel_id': '1116852751117058048'}                                                                                                                       ,    0.0,                               ,             , #laadrianwaddle-NFL-FA-0             , Waddle             ,                     , []          , T       ,            ,     , 1632276653610.0
4345 ,                                     ,                       ,                  , 1994-06-26, 00-0033368,  30514.0,         19201.0, bambradley                 , 2970256.0, 71      ,                  ,     12427.0,          ,              , False , Trotwood-Madison (OH)                            ,    237,           ,          , 5a7fd0e3-5b63-4ebd-b8f9-02f3dafe0d45,                    , bradley           ,        ,              , Bam Bradley                  , Inactive                    ,          , nfl  ,   9999999.0, 27.0,                , 4345     ,             ,       5.0,                 , bam              ,              , ['LB']               , Pittsburgh                    , Bam           ,                                                                                                                                                             ,   53.0,                               ,             , #bambradley-NFL-FA-53                , Bradley            ,                     , []          , ILB     ,            ,     , 1553052630102.0
2343 , 1277c7cc-cc32-4a80-a38c-6e1c88fa265d,                       ,                  , 1992-11-17, 00-0031935,  28426.0,         16799.0, prestonsmith               , 2577446.0, 77      ,               2.0,     10316.0,  604798.0,              , True  , Stephenson (GA)                                  ,    265,           ,          , ede260be-5ae6-4a06-887b-e4a130932705, Coach's Decision   , smith             ,        ,              , Preston Smith                , Active                      ,          , nfl  ,      1012.0, 32.0,                , 2343     ,             ,      10.0, 1D9A5CB4487F    , preston          , Out          , "['DL', 'LB']"       , Mississippi State             , Preston       , "{'channel_id': '1113708802848354305', 'rookie_year': '2015'}"                                                                                              ,   52.0,                               ,      10458.0, #prestonsmith-NFL-WAS-52             , Smith              , LOLB                , []          , LB      ,            , WAS , 1758472841951.0
2730 ,                                     ,                       ,                  , 1993-01-30,           ,  29044.0,         17198.0, kennethharper              , 2574812.0, 70      ,                  ,            ,          ,              , True  , Buchholz                                         ,    223,           ,  608368.0, 06be99d3-6dae-4a33-ad5b-c541cfd5e237,                    , harper            ,        ,              , Kenneth Harper               , Active                      ,          , nfl  ,   9999999.0, 32.0,                , 2730     ,             ,      10.0,                 , kenneth          ,              , ['RB']               , Temple                        , Kenneth       , "{'channel_id': '1202954210123972608', 'rookie_year': '2015'}"                                                                                              ,   33.0,                               ,             , #kennethharper-NFL-FA-33             , Harper             ,                     , []          , RB      ,            ,     ,              
739  ,                                     ,                       ,                  , 1983-10-30,           ,         ,         12335.0, trentedwards               ,          , "6'4""" ,                  ,            ,          ,              , False ,                                                  ,    231,           ,          , b6fd76a2-0cc1-4323-8379-d8d28d524098,                    , edwards           ,        ,              , Trent Edwards                , Inactive                    ,          , nfl  ,   9999999.0, 33.0,                , 739      ,             ,       6.0,                 , trent            ,              , ['QB']               , Stanford                      , Trent         ,                                                                                                                                                             ,    5.0,                               ,             , #trentedwards-NFL-FA-5               , Edwards            ,                     , []          , QB      ,            ,     ,              
12230, b37cc397-98a6-474d-878c-c8e1c74fc69c,                       ,                  , 2001-07-31,           ,         ,                , camlampkin                 ,          , 71      ,                  ,     18381.0, 1176851.0,              , True  , Poteet (TX)                                      ,    174,           ,          , b2986c00-08ae-11ef-aa35-dd89832b46ac,                    , lampkin           ,        ,              , Cam Lampkin                  , Active                      ,          , nfl  ,   9999999.0, 24.0,                , 12230    ,             ,       1.0, 50F494491FD2    , cam              ,              , ['DB']               , Washington State              , Cam           , "{'channel_id': '1113708705179791360', 'rookie_year': '2024'}"                                                                                              ,   33.0,                               ,             , #camlampkin-NFL-LAR-33               , Lampkin            ,                     , []          , DB      ,            , LAR , 1726344660481.0
7868 ,                                     ,                       ,                  ,           ,           ,         ,                , masonstokke                ,          , 74      ,                  ,     15646.0,          ,              , True  , Menomonie (WI)                                   ,    239,           ,          , 21722003-1366-4e06-8d8a-41a01e712c5d,                    , stokke            ,        ,              , Mason Stokke                 , Active                      ,          , nfl  ,            ,     ,                , 7868     ,             ,       1.0,                 , mason            ,              , ['RB']               , Wisconsin                     , Mason         , "{'channel_id': '1116853426228035584', 'rookie_year': '2021'}"                                                                                              ,   40.0,                               ,             , #masonstokke-NFL-CAR-40              , Stokke             ,                     , []          , FB      ,            , CAR , 1620002436980.0
12562, 68a2dcfa-f92b-46d9-a375-ccf2c0d4cd80,                       ,                  , 2004-08-25,           ,         ,                , nicscourton                ,          , 74      ,               2.0,     18658.0,          ,              , True  , Bryant (TX)                                      ,    257,           ,          , 3eebb324-cdd9-4c19-b1b8-1e7649fe0737,                    , scourton          ,        ,              , Nic Scourton                 , Active                      ,          , nfl  ,       502.0, 21.0,                , 12562    ,             ,       0.0, 666F51D2EB1D4A6F, nic              ,              , ['DL']               , Texas A&M                     , Nic           , "{'channel_id': '1221670017947422720', 'rookie_year': '2025', 'source_id': 'dd1cf140-1cf9-11ee-9920-a906605b21a5'}"                                         ,   11.0,                               ,             , #nicscourton-NFL-CAR-11              , Scourton           , LOLB                , []          , DL      ,            , CAR , 1756941661645.0
6968 , 39e2446b-d3a2-4ef9-a564-15d24efe4321,                       ,                  , 1998-03-04,           ,  32869.0,         21937.0, jordanfuller               , 4040613.0, 74      ,               3.0,     14698.0,  946542.0,              , True  , Old Tappan (NJ)                                  ,    203,           ,          , c72cb618-fb6b-4327-8ced-91088c936c81, Knee               , fuller            ,        ,              , Jordan Fuller                , Inactive                    ,          , nfl  ,       983.0, 27.0,                , 6968     ,             ,       5.0, F17EDBE65ED0    , jordan           , IR           , ['DB']               , Ohio State                    , Jordan        , "{'channel_id': '1113708886054957056', 'rookie_year': '2020'}"                                                                                              ,   29.0,                               ,             , #jordanfuller-NFL-ATL-29             , Fuller             , SS                  , []          , DB      ,            , ATL , 1757794215343.0
7966 ,                                     ,                       ,                  ,           ,           ,         ,                , calvinashley               ,          , 78      ,                  ,            ,          ,              , True  , St. John's (DC)                                  ,    330,           ,          , b2fb04f7-8b2b-4048-952d-ee5c9ef460b8,                    , ashley            ,        ,              , Calvin Ashley                , Active                      ,          , nfl  ,            ,     ,                , 7966     ,             ,       0.0,                 , calvin           ,              , ['OT']               , Florida A&M                   , Calvin        , "{'channel_id': '1116853443642785792', 'rookie_year': ''}"                                                                                                  ,    0.0,                               ,             , #calvinashley-NFL-FA-0               , Ashley             ,                     , []          , OT      ,            ,     ,              
7331 ,                                     ,                       ,                  , 1998-03-10,           ,  32976.0,         22323.0, johnbrannon                , 4032484.0, 72      ,                  ,     15079.0,  919783.0,              , True  , South Mecklenburg (NC)                           ,    190,           ,          , ffe9639a-7ce2-436a-a291-868e66e9dab8,                    , brannon           ,        ,              , John Brannon                 , Active                      ,          , nfl  ,   9999999.0, 24.0,                , 7331     ,             ,       2.0,                 , john             ,              , ['DB']               , Western Carolina              , John          , {'channel_id': '1116853370066305024'}                                                                                                                       ,   39.0,                               ,             , #johnbrannon-NFL-FA-39               , Brannon            ,                     , []          , CB      ,            ,     ,              
2604 ,                                     ,                       ,                  , 1992-03-11, 00-0031996,  29095.0,         17072.0, manassehgarner             , 2515609.0, 74      ,                  ,     10826.0,          ,              , False , Brashear (PA)                                    ,    239,           ,  556265.0, 052641cc-ba5c-42dd-9022-0a9caa643096,                    , garner            ,        ,              , Manasseh Garner              , Inactive                    ,          , nfl  ,   9999999.0, 29.0,                , 2604     ,             ,       7.0,                 , manasseh         ,              , ['WR']               , Pittsburgh                    , Manasseh      ,                                                                                                                                                             ,   47.0,                               ,             , #manassehgarner-NFL-FA-47            , Garner             ,                     , []          , WR      ,            ,     , 1566169837807.0
2227 ,                                     ,                       ,                  , 1991-05-23, 00-0031388,  27541.0,         16618.0, aarondonald                ,   16716.0, 73      ,                  ,      9391.0,  553982.0,              , True  , Penn Hills (PA)                                  ,    280,           ,          , 8bb5c7ef-e7be-4015-8874-2f0982286acc,                    , donald            ,        ,              , Aaron Donald                 , Active                      ,          , nfl  ,       200.0, 32.0,                , 2227     ,             ,      10.0, A52CB8FA55E6    , aaron            ,              , ['DL']               , Pittsburgh                    , Aaron         , "{'channel_id': '1116852787238404096', 'rookie_year': '2014'}"                                                                                              ,   99.0,                               ,       9356.0, #aarondonald-NFL-FA-99               , Donald             ,                     , []          , DT      ,            ,     , 1722030343851.0
11174,                                     ,                       ,                  , 1998-11-19,           ,         ,                , jackcolletto               ,          , 75      ,                  ,     16752.0, 1113490.0,              , True  , Camas (WA)                                       ,    237,           ,          , 23be7480-e8f1-11ed-b431-95641f4478cb,                    , colletto          ,        ,              , Jack Colletto                , Active                      ,          , nfl  ,       416.0, 25.0,                , 11174    ,             ,       1.0, 2F26E75B1E93    , jack             ,              , ['RB']               , Oregon State                  , Jack          , "{'channel_id': '1113708816823775232', 'rookie_year': '2023'}"                                                                                              ,   45.0,                               ,             , #jackcolletto-NFL-FA-45              , Colletto           ,                     , []          , FB      ,            ,     , 1727820031878.0
